Order_ID,Product_ID,Product_Category,Product_Price,Discount_Applied,Shipping_Method,Payment_Method,User_Location,Return_Status,Return_Risk_Score,Risk_Label,Return_Cost,Profit_Loss,Order_Year,Order_Month,User_Age,User_Gender,Return_Reason
ORD04031,PROD0409,Books,1942.69,40.81,Standard,COD,City12,Returned,0.6151,High,200,949.878211,2025,8,61,Male,Wrong Item
ORD02084,PROD0356,Books,1150.41,44.98,Standard,Wallet,City67,Not Returned,0.6149,High,0,1265.911164,2024,8,47,Female,No Return
ORD01297,PROD0488,Books,1950.29,43.96,Standard,Credit Card,City44,Returned,0.6149,High,200,5264.71258,2024,3,21,Female,Defective
ORD02980,PROD0101,Books,922.78,42.39,Standard,Debit Card,City22,Not Returned,0.6147,High,0,1594.8406740000005,2025,6,34,Female,No Return
ORD03321,PROD0386,Clothing,272.45,44.83,Express,COD,City30,Not Returned,0.6143,High,0,450.931995,2025,6,33,Female,No Return
ORD00722,PROD0223,Books,1602.4,37.7,Next-Day,Credit Card,City30,Not Returned,0.6143,High,0,1996.5904,2024,10,37,Female,No Return
ORD00139,PROD0132,Clothing,625.21,49.46,Standard,Wallet,City42,Returned,0.6143,High,200,115.98113400000004,2025,1,60,Female,Size Issue
ORD03066,PROD0328,Clothing,229.82,49.6,Standard,Wallet,City58,Not Returned,0.6143,High,0,231.65856,2025,6,50,Female,No Return
ORD03934,PROD0246,Books,1587.23,35.2,Express,COD,City74,Returned,0.6138,High,200,828.5250399999998,2024,8,39,Female,Changed Mind
ORD01320,PROD0307,Books,1353.12,49.16,Standard,Credit Card,City78,Not Returned,0.6134,High,0,687.9262079999999,2024,6,40,Male,No Return
ORD01268,PROD0019,Books,933.77,39.69,Standard,Credit Card,City21,Not Returned,0.6128,High,0,1126.3133739999998,2024,10,21,Female,No Return
ORD04900,PROD0100,Books,1904.89,44.57,Standard,COD,City84,Returned,0.6122,High,200,1911.761054,2024,10,34,Male,Changed Mind
ORD03403,PROD0426,Clothing,941.5,43.0,Standard,COD,City78,Returned,0.6122,High,200,873.3100000000002,2025,2,50,Female,Changed Mind
ORD01321,PROD0280,Clothing,450.84,45.26,Next-Day,Credit Card,City81,Returned,0.6121,High,200,46.78981599999997,2025,2,18,Female,Size Issue
ORD02259,PROD0497,Clothing,1787.57,48.41,Standard,Debit Card,City78,Returned,0.612,High,200,3488.829452,2025,6,19,Female,Wrong Item
ORD01590,PROD0320,Books,1361.55,46.4,Express,COD,City64,Not Returned,0.6119,High,0,1459.5816,2023,11,48,Male,No Return
ORD01327,PROD0106,Clothing,440.36,46.94,Express,Wallet,City93,Returned,0.6118,High,200,33.65501599999999,2025,3,52,Female,Changed Mind
ORD01063,PROD0192,Books,1222.67,45.93,Next-Day,Debit Card,City74,Not Returned,0.6116,High,0,2644.390676,2024,5,38,Female,No Return
ORD04793,PROD0127,Clothing,303.06,49.02,Standard,COD,City47,Not Returned,0.6115,High,0,154.499988,2025,4,44,Male,No Return
ORD03094,PROD0423,Clothing,1546.17,49.81,Next-Day,Debit Card,City73,Returned,0.6112,High,200,576.022723,2024,3,46,Female,Size Issue
ORD01617,PROD0152,Clothing,1157.61,45.78,Standard,COD,City62,Not Returned,0.611,High,0,627.6561419999999,2023,7,49,Female,No Return
ORD02979,PROD0298,Books,1274.55,44.8,Express,Credit Card,City15,Not Returned,0.611,High,0,2814.2064,2023,5,58,Female,No Return
ORD01365,PROD0086,Clothing,1213.58,47.98,Standard,Credit Card,City31,Not Returned,0.6108,High,0,1893.912948,2024,7,39,Female,No Return
ORD01618,PROD0364,Books,293.9,44.44,Standard,COD,City14,Returned,0.6105,High,200,616.4542000000001,2025,4,32,Female,Changed Mind
ORD01363,PROD0239,Clothing,1685.03,45.54,Standard,Debit Card,City58,Returned,0.6103,High,200,717.667338,2025,2,64,Female,Wrong Item
ORD02823,PROD0424,Books,429.68,48.01,Next-Day,Credit Card,City8,Returned,0.6101,High,200,693.562528,2023,9,29,Female,Wrong Item
ORD01593,PROD0102,Clothing,1899.46,36.4,Next-Day,COD,City48,Not Returned,0.6101,High,0,3624.16968,2025,7,58,Female,No Return
ORD02175,PROD0256,Books,537.72,45.52,Standard,Wallet,City79,Not Returned,0.6098,High,0,1171.799424,2024,11,65,Female,No Return
ORD03594,PROD0378,Books,1473.33,41.99,Standard,Credit Card,City55,Not Returned,0.6097,High,0,1709.3574660000002,2023,8,40,Female,No Return
ORD02687,PROD0378,Clothing,1273.75,48.15,Next-Day,COD,City71,Not Returned,0.6096,High,0,1981.318125,2023,6,50,Female,No Return
ORD01628,PROD0404,Books,1857.73,31.36,Standard,COD,City19,Not Returned,0.6092,High,0,1275.145872,2024,11,60,Female,No Return
ORD02939,PROD0460,Clothing,1270.64,47.48,Standard,Credit Card,City44,Returned,0.6091,High,200,3136.700640000001,2024,10,46,Female,Wrong Item
ORD01304,PROD0342,Books,238.49,40.06,Next-Day,Wallet,City67,Not Returned,0.6089,High,0,142.950906,2025,2,54,Female,No Return
ORD00700,PROD0348,Books,1690.25,49.55,Standard,Credit Card,City91,Returned,0.6084,High,200,4063.655625,2022,4,53,Female,Size Issue
ORD01134,PROD0062,Books,815.1,38.21,Standard,COD,City56,Returned,0.6084,High,200,807.3005800000001,2024,3,49,Female,Wrong Item
ORD03018,PROD0423,Clothing,1901.48,42.99,Standard,Credit Card,City24,Not Returned,0.6082,High,0,2168.067496,2024,11,30,Female,No Return
ORD01367,PROD0493,Books,1504.05,45.84,Express,Credit Card,City34,Returned,0.6077,High,200,3058.3739199999995,2022,10,27,Female,Size Issue
ORD03978,PROD0089,Electronics,596.33,43.29,Next-Day,COD,City84,Not Returned,0.6074,High,0,338.178743,2025,8,35,Female,No Return
ORD00450,PROD0428,Electronics,1144.44,48.98,Next-Day,COD,City95,Returned,0.6073,High,200,383.893288,2024,5,41,Female,Size Issue
ORD01380,PROD0224,Books,1794.02,44.44,Express,COD,City27,Not Returned,0.6071,High,0,4983.787560000001,2025,1,39,Male,No Return
ORD03381,PROD0282,Electronics,1061.7,45.04,Next-Day,COD,City94,Not Returned,0.6071,High,0,583.5103200000001,2025,5,40,Female,No Return
ORD00697,PROD0197,Books,1441.78,43.88,Next-Day,COD,City9,Not Returned,0.6069,High,0,4045.634679999999,2024,9,65,Male,No Return
ORD00606,PROD0486,Books,1900.41,43.16,Standard,Debit Card,City25,Returned,0.6067,High,200,5200.965220000001,2023,10,27,Female,Defective
ORD01359,PROD0256,Books,297.16,37.89,Express,Credit Card,City25,Not Returned,0.6065,High,0,553.698228,2025,5,44,Female,No Return
ORD04199,PROD0087,Electronics,1685.31,46.66,Express,COD,City18,Not Returned,0.6065,High,0,4494.72177,2024,12,42,Female,No Return
ORD00585,PROD0195,Books,1622.54,37.57,Next-Day,Debit Card,City30,Not Returned,0.6064,High,0,5064.758610000001,2024,11,42,Female,No Return
ORD03590,PROD0069,Electronics,599.61,42.18,Express,COD,City72,Not Returned,0.6064,High,0,346.69450200000006,2024,12,60,Female,No Return
ORD01665,PROD0052,Clothing,1764.31,43.64,Express,Debit Card,City57,Not Returned,0.606,High,0,1988.730232,2025,7,18,Female,No Return
ORD04146,PROD0331,Electronics,1344.8,46.01,Next-Day,Credit Card,City72,Not Returned,0.606,High,0,726.0575200000001,2024,11,64,Female,No Return
ORD00209,PROD0066,Clothing,1862.17,43.1,Express,Debit Card,City6,Returned,0.6059,High,200,5097.87365,2025,7,29,Female,Size Issue
ORD01379,PROD0035,Books,1449.87,37.39,Next-Day,COD,City100,Not Returned,0.6059,High,0,2723.290821,2024,3,39,Female,No Return
ORD04253,PROD0278,Electronics,1115.08,49.88,Next-Day,Credit Card,City33,Not Returned,0.6058,High,0,1117.7561919999998,2025,3,44,Female,No Return
ORD04540,PROD0431,Clothing,805.47,45.05,Standard,Debit Card,City23,Returned,0.6057,High,200,685.2115300000002,2024,11,43,Female,Size Issue
ORD00029,PROD0109,Clothing,1986.39,49.57,Express,Debit Card,City33,Not Returned,0.6052,High,0,5008.682385,2024,5,20,Female,No Return
ORD01282,PROD0353,Books,1433.5,33.85,Standard,Credit Card,City11,Not Returned,0.6052,High,0,2844.78075,2025,5,53,Female,No Return
ORD02515,PROD0349,Clothing,947.49,46.15,Express,Credit Card,City70,Not Returned,0.605,High,0,2551.116825,2025,7,27,Female,No Return
ORD03701,PROD0070,Clothing,613.99,45.47,Standard,COD,City69,Not Returned,0.6049,High,0,669.617494,2023,10,25,Female,No Return
ORD01107,PROD0005,Clothing,469.18,48.58,Express,Credit Card,City95,Not Returned,0.6049,High,0,723.757068,2024,4,41,Female,No Return
ORD01601,PROD0086,Clothing,416.01,49.2,Express,Credit Card,City16,Not Returned,0.6048,High,0,1056.6654,2025,6,35,Female,No Return
ORD00886,PROD0316,Books,1439.2,44.46,Next-Day,Credit Card,City46,Not Returned,0.6042,High,0,799.33168,2025,2,39,Male,No Return
ORD04996,PROD0387,Books,1254.75,32.73,Express,COD,City83,Not Returned,0.6041,High,0,3376.281300000001,2024,8,61,Female,No Return
ORD01200,PROD0181,Books,271.48,39.71,Express,COD,City49,Not Returned,0.6039,High,0,163.675292,2022,7,39,Female,No Return
ORD00908,PROD0330,Clothing,1735.65,46.6,Next-Day,Debit Card,City67,Not Returned,0.6039,High,0,3707.3484,2025,2,36,Female,No Return
ORD04040,PROD0446,Electronics,562.6,49.55,Express,Debit Card,City61,Not Returned,0.6038,High,0,283.8317,2025,4,31,Female,No Return
ORD00416,PROD0035,Clothing,1525.35,48.62,Express,COD,City64,Not Returned,0.6037,High,0,783.72483,2025,1,43,Male,No Return
ORD04851,PROD0035,Books,765.03,30.52,Express,COD,City93,Not Returned,0.6037,High,0,1594.6285320000004,2025,7,57,Female,No Return
ORD03069,PROD0096,Clothing,1506.44,48.91,Express,Wallet,City64,Returned,0.6037,High,200,1339.280392,2024,6,42,Female,Defective
ORD04364,PROD0313,Clothing,1143.06,46.44,Express,Wallet,City37,Not Returned,0.6035,High,0,1224.445872,2025,2,59,Female,No Return
ORD01474,PROD0302,Books,1137.49,43.76,Express,Wallet,City94,Not Returned,0.6033,High,0,2558.897504,2025,1,44,Female,No Return
ORD04674,PROD0080,Books,349.88,45.51,Next-Day,Debit Card,City70,Returned,0.6032,High,200,181.299224,2023,3,52,Female,Defective
ORD00767,PROD0484,Books,554.28,43.89,Express,Debit Card,City64,Not Returned,0.6032,High,0,622.0130159999999,2023,8,21,Female,No Return
ORD02268,PROD0309,Clothing,1840.43,40.35,Next-Day,Credit Card,City51,Not Returned,0.603,High,0,5489.082475,2025,2,62,Female,No Return
ORD04392,PROD0346,Clothing,1288.23,46.96,Express,COD,City88,Returned,0.603,High,200,2533.108768,2024,1,35,Female,Size Issue
ORD00276,PROD0179,Clothing,657.31,47.61,Express,Credit Card,City2,Not Returned,0.6029,High,0,1377.458836,2024,5,63,Female,No Return
ORD03009,PROD0488,Electronics,505.92,48.12,Standard,COD,City37,Not Returned,0.6029,High,0,262.47129600000005,2024,3,50,Female,No Return
ORD00628,PROD0169,Books,593.06,48.61,Express,Debit Card,City66,Not Returned,0.6026,High,0,1219.094136,2024,1,25,Female,No Return
ORD03394,PROD0370,Clothing,374.06,43.2,Next-Day,COD,City52,Returned,0.6026,High,200,12.466079999999977,2022,10,62,Female,Changed Mind
ORD00006,PROD0203,Clothing,1486.38,42.68,Express,COD,City46,Returned,0.6024,High,200,651.993016,2022,12,55,Female,Size Issue
ORD01550,PROD0004,Books,808.69,35.57,Express,Debit Card,City89,Returned,0.6023,High,200,321.03896700000007,2025,4,31,Female,Defective
ORD03915,PROD0170,Clothing,847.58,49.39,Standard,Wallet,City58,Not Returned,0.6022,High,0,428.960238,2023,9,48,Female,No Return
ORD00474,PROD0327,Books,1026.34,34.32,Express,Debit Card,City13,Not Returned,0.6021,High,0,674.100112,2025,3,59,Female,No Return
ORD04514,PROD0062,Clothing,1541.66,43.82,Next-Day,Debit Card,City73,Not Returned,0.602,High,0,4330.522940000001,2024,12,48,Female,No Return
ORD01562,PROD0368,Clothing,1266.68,49.67,Next-Day,COD,City38,Returned,0.6018,High,200,1075.040088,2023,11,64,Male,Wrong Item
ORD00775,PROD0130,Books,1484.02,43.58,Standard,Wallet,City87,Returned,0.6018,High,200,2311.852252,2024,6,31,Female,Size Issue
ORD04147,PROD0368,Clothing,1620.97,45.69,Standard,COD,City5,Not Returned,0.6017,High,0,2641.046421,2023,5,50,Female,No Return
ORD02136,PROD0332,Books,484.7,36.74,Next-Day,COD,City97,Not Returned,0.6017,High,0,306.62122,2023,7,25,Female,No Return
ORD00452,PROD0183,Clothing,1666.43,44.97,Express,COD,City77,Not Returned,0.6015,High,0,2751.109287,2023,7,25,Female,No Return
ORD02682,PROD0156,Clothing,1076.55,45.66,Next-Day,COD,City38,Returned,0.6014,High,200,2139.9890800000003,2023,8,56,Female,Size Issue
ORD04634,PROD0385,Clothing,544.38,44.25,Standard,Debit Card,City13,Not Returned,0.6014,High,0,606.9837,2024,12,29,Female,No Return
ORD00714,PROD0149,Books,760.82,46.53,Next-Day,Debit Card,City38,Not Returned,0.6014,High,0,1220.4313619999998,2023,4,45,Female,No Return
ORD04885,PROD0005,Clothing,120.1,46.93,Express,Wallet,City64,Not Returned,0.6013,High,0,63.73706999999999,2024,3,56,Female,No Return
ORD02554,PROD0180,Electronics,1347.71,46.64,Next-Day,Credit Card,City12,Returned,0.6013,High,200,1957.414168,2025,8,37,Female,Changed Mind
ORD01423,PROD0417,Clothing,872.29,46.28,Next-Day,Credit Card,City51,Not Returned,0.6013,High,0,937.188376,2024,4,23,Female,No Return
ORD01709,PROD0228,Clothing,1749.64,42.15,Express,Debit Card,City100,Returned,0.6012,High,200,4860.8337,2025,4,55,Female,Changed Mind
ORD03923,PROD0172,Clothing,697.11,39.5,Standard,Credit Card,City45,Returned,0.6011,High,200,221.75155,2025,6,25,Female,Changed Mind
ORD02709,PROD0075,Clothing,484.85,47.16,Next-Day,Credit Card,City91,Returned,0.601,High,200,56.19474000000002,2022,11,26,Female,Changed Mind
ORD04379,PROD0306,Clothing,1553.33,45.42,Next-Day,COD,City14,Returned,0.6006,High,200,2343.422542,2023,3,62,Female,Wrong Item
ORD04382,PROD0199,Books,1928.67,42.61,Express,Credit Card,City17,Not Returned,0.6006,High,0,1106.8637130000002,2022,7,35,Female,No Return
ORD02485,PROD0388,Clothing,1033.6,47.45,Express,Credit Card,City25,Returned,0.6003,High,200,343.15679999999986,2025,3,58,Male,Wrong Item
ORD04466,PROD0025,Books,712.83,35.15,Express,COD,City22,Not Returned,0.6002,High,0,1849.0810200000003,2024,11,26,Female,No Return
ORD03938,PROD0205,Clothing,253.63,48.2,Standard,Credit Card,City93,Not Returned,0.6,High,0,394.14102,2024,3,53,Female,No Return
ORD01921,PROD0314,Books,508.0,35.34,Express,Debit Card,City32,Returned,0.5998,High,200,128.47279999999995,2025,4,21,Female,Defective
ORD03615,PROD0208,Clothing,1774.67,40.01,Next-Day,Debit Card,City39,Not Returned,0.5998,High,0,4258.498132000001,2025,6,57,Female,No Return
ORD03638,PROD0203,Books,976.64,49.81,Express,Debit Card,City46,Not Returned,0.5997,High,0,980.351232,2023,10,33,Male,No Return
ORD01680,PROD0479,Books,1929.97,27.92,Express,Credit Card,City1,Not Returned,0.5992,High,0,6955.61188,2025,3,55,Female,No Return
ORD03823,PROD0376,Books,1905.43,49.74,Express,Wallet,City37,Not Returned,0.5991,High,0,4788.345589999999,2023,1,26,Female,No Return
ORD00118,PROD0114,Electronics,617.39,49.48,Standard,COD,City25,Not Returned,0.5988,High,0,935.7162840000002,2025,1,42,Female,No Return
ORD02824,PROD0481,Electronics,428.0,47.56,Next-Day,COD,City75,Not Returned,0.5988,High,0,224.4432,2022,12,63,Female,No Return
ORD01318,PROD0267,Clothing,378.98,47.28,Express,COD,City21,Returned,0.5988,High,200,-0.2017439999999908,2024,5,46,Male,Size Issue
ORD01468,PROD0164,Books,790.85,37.73,Express,Credit Card,City1,Not Returned,0.5987,High,0,2462.311475,2025,6,31,Female,No Return
ORD04123,PROD0052,Clothing,1206.08,40.58,Express,Wallet,City62,Not Returned,0.5987,High,0,716.652736,2025,7,56,Female,No Return
ORD00934,PROD0226,Books,873.32,33.81,Standard,COD,City18,Not Returned,0.5984,High,0,2312.202032,2025,6,26,Female,No Return
ORD03337,PROD0393,Clothing,1832.11,37.52,Standard,Credit Card,City11,Not Returned,0.5983,High,0,3434.106984,2024,12,48,Female,No Return
ORD01760,PROD0499,Clothing,613.57,48.7,Express,Credit Card,City31,Not Returned,0.5983,High,0,629.5228199999999,2025,4,50,Male,No Return
ORD02970,PROD0432,Clothing,929.46,46.07,Express,COD,City78,Returned,0.5981,High,200,1303.773334,2023,6,30,Female,Wrong Item
ORD00595,PROD0114,Books,1891.54,35.31,Express,Wallet,City78,Returned,0.5979,High,200,1023.637226,2024,11,53,Female,Changed Mind
ORD01833,PROD0221,Clothing,418.12,49.39,Standard,Debit Card,City84,Not Returned,0.5979,High,0,846.442128,2025,1,59,Female,No Return
ORD04977,PROD0078,Books,1240.42,34.52,Next-Day,Credit Card,City41,Not Returned,0.5979,High,0,812.2270160000002,2024,3,63,Female,No Return
ORD01210,PROD0039,Clothing,1434.36,48.96,Next-Day,COD,City87,Not Returned,0.5977,High,0,1464.1946879999998,2022,2,56,Female,No Return
ORD02798,PROD0156,Clothing,1445.67,39.25,Express,COD,City84,Returned,0.5977,High,200,3312.9781,2023,11,64,Female,Size Issue
ORD03235,PROD0343,Books,1364.19,43.52,Next-Day,COD,City60,Not Returned,0.5976,High,0,3852.47256,2022,5,46,Female,No Return
ORD00751,PROD0017,Books,1990.06,39.87,Express,COD,City51,Not Returned,0.5975,High,0,2393.246156,2023,12,52,Male,No Return
ORD01513,PROD0428,Clothing,1031.92,39.57,Next-Day,COD,City20,Returned,0.5975,High,200,1047.1785120000002,2023,12,44,Female,Wrong Item
ORD03083,PROD0151,Books,1618.74,29.87,Express,COD,City1,Not Returned,0.5974,High,0,3405.6670860000004,2024,5,64,Female,No Return
ORD04214,PROD0490,Books,1321.59,44.29,Standard,Debit Card,City20,Returned,0.5974,High,200,1272.5155779999998,2024,11,44,Male,Size Issue
ORD03854,PROD0488,Clothing,1386.22,46.93,Express,Wallet,City56,Returned,0.5974,High,200,535.6669539999999,2024,5,35,Female,Wrong Item
ORD02740,PROD0327,Clothing,1471.27,44.42,Express,Credit Card,City37,Not Returned,0.5973,High,0,2453.195598,2025,9,63,Male,No Return
ORD02034,PROD0173,Clothing,1407.15,47.86,Express,Credit Card,City70,Returned,0.597,High,200,533.6880100000002,2024,10,34,Male,Defective
ORD02832,PROD0306,Books,1338.47,36.93,Express,Wallet,City97,Returned,0.597,High,200,1488.346058,2025,3,49,Female,Changed Mind
ORD02091,PROD0090,Books,460.11,45.16,Standard,Wallet,City25,Not Returned,0.5968,High,0,1009.297296,2024,8,42,Female,No Return
