Order_ID,Product_ID,Product_Category,Product_Price,Discount_Applied,Shipping_Method,Payment_Method,User_Location,Return_Status,Return_Risk_Score,Risk_Label,Return_Cost,Profit_Loss,Order_Year,Order_Month,User_Age,User_Gender,Return_Reason
ORD00022,PROD0145,Clothing,586.27,49.48,Express,Credit Card,City73,Returned,0.5811,High,200,984.7344160000002,2024,11,22,Male,Changed Mind
ORD00023,PROD0197,Clothing,1450.25,19.1,Next-Day,Wallet,City93,Not Returned,0.4932,Medium,0,2346.5045,2023,3,48,Female,No Return
ORD00024,PROD0245,Electronics,1817.2,27.56,Next-Day,Debit Card,City46,Not Returned,0.5085,High,0,6581.898399999999,2024,10,40,Male,No Return
ORD00025,PROD0023,Electronics,926.6,12.24,Standard,Credit Card,City34,Not Returned,0.4923,Medium,0,813.1841599999999,2024,12,40,Female,No Return
ORD00026,PROD0282,Electronics,474.4,28.41,Standard,Debit Card,City97,Not Returned,0.463,Medium,0,1358.49184,2022,12,57,Male,No Return
ORD00027,PROD0028,Electronics,591.71,47.93,Next-Day,Credit Card,City1,Returned,0.5632,High,200,724.3101909999999,2024,10,45,Male,Defective
ORD00028,PROD0021,Books,1954.61,4.97,Standard,Wallet,City63,Not Returned,0.4553,Medium,0,3714.931766,2023,10,29,Male,No Return
ORD00029,PROD0109,Clothing,1986.39,49.57,Express,Debit Card,City33,Not Returned,0.6052,High,0,5008.682385,2024,5,20,Female,No Return
ORD00030,PROD0348,Clothing,1958.01,13.84,Standard,Wallet,City35,Not Returned,0.4688,Medium,0,1687.021416,2022,6,53,Female,No Return
ORD00031,PROD0222,Electronics,1129.86,47.92,Standard,Debit Card,City60,Not Returned,0.5255,High,0,2942.155439999999,2022,10,61,Male,No Return
ORD00032,PROD0196,Electronics,965.69,22.26,Express,Wallet,City68,Not Returned,0.5062,High,0,2252.182218,2024,11,57,Female,No Return
ORD00033,PROD0257,Clothing,1222.91,34.81,Next-Day,Debit Card,City89,Not Returned,0.5335,High,0,3188.860116,2024,6,55,Male,No Return
ORD00034,PROD0214,Books,558.64,24.01,Standard,Debit Card,City51,Not Returned,0.5373,High,0,424.510536,2023,2,51,Female,No Return
ORD00035,PROD0125,Toys,1315.41,16.13,Next-Day,COD,City77,Not Returned,0.434,Medium,0,4412.937468,2025,2,50,Male,No Return
ORD00036,PROD0395,Books,1762.82,22.88,Next-Day,Credit Card,City77,Not Returned,0.5355,High,0,4078.460352,2025,2,18,Male,No Return
ORD00037,PROD0234,Home Appliances,1539.1,38.93,Express,Wallet,City20,Not Returned,0.5338,High,0,3759.71348,2025,3,49,Female,No Return
ORD00038,PROD0112,Toys,1673.32,8.59,Standard,Credit Card,City69,Not Returned,0.4112,Medium,0,6118.327248,2022,4,59,Female,No Return
ORD00039,PROD0414,Books,228.03,40.43,Express,Credit Card,City78,Not Returned,0.5903,High,0,271.674942,2022,5,63,Female,No Return
ORD00040,PROD0003,Clothing,865.53,29.69,Next-Day,Credit Card,City13,Returned,0.5143,High,200,1625.6624290000002,2022,2,21,Female,Size Issue
ORD00041,PROD0031,Toys,867.44,41.84,Express,Wallet,City74,Not Returned,0.4754,Medium,0,1513.509312,2024,4,56,Male,No Return
ORD00042,PROD0492,Electronics,1917.35,36.66,Express,Debit Card,City67,Returned,0.5315,High,200,4657.79796,2024,7,56,Male,Size Issue
ORD00043,PROD0153,Clothing,823.66,21.65,Express,Debit Card,City37,Not Returned,0.5176,High,0,1936.01283,2023,11,43,Female,No Return
ORD00044,PROD0401,Clothing,637.2,5.14,Express,COD,City79,Not Returned,0.4701,Medium,0,2417.7916800000003,2024,3,41,Female,No Return
ORD00045,PROD0124,Electronics,614.11,0.79,Next-Day,Debit Card,City81,Not Returned,0.4032,Medium,0,3046.292655,2025,8,42,Male,No Return
ORD00046,PROD0043,Clothing,627.61,46.58,Standard,COD,City63,Not Returned,0.5838,High,0,335.269262,2022,12,53,Male,No Return
ORD00047,PROD0094,Clothing,1176.05,2.52,Standard,Debit Card,City45,Returned,0.4584,Medium,200,946.41354,2023,9,51,Female,Defective
ORD00048,PROD0187,Clothing,1773.1,32.55,Express,Wallet,City86,Not Returned,0.5372,High,0,5979.779750000001,2024,12,29,Male,No Return
ORD00049,PROD0008,Electronics,377.98,39.94,Standard,COD,City80,Returned,0.5416,High,200,481.0443640000001,2024,12,22,Male,Wrong Item
ORD00050,PROD0475,Toys,1191.75,22.81,Express,Wallet,City22,Not Returned,0.4223,Medium,0,3679.6473,2022,2,65,Female,No Return
ORD00051,PROD0225,Books,1367.73,49.26,Standard,Wallet,City68,Returned,0.6341,High,200,493.98620200000016,2024,9,49,Female,Size Issue
ORD00052,PROD0296,Electronics,983.36,10.14,Standard,Credit Card,City69,Not Returned,0.4221,Medium,0,4418.23648,2023,4,60,Male,No Return
ORD00053,PROD0152,Clothing,132.08,13.64,Standard,Credit Card,City46,Not Returned,0.46,Medium,0,570.32144,2022,12,60,Female,No Return
ORD00054,PROD0306,Electronics,635.55,6.34,Express,Debit Card,City41,Not Returned,0.4117,Medium,0,1785.76839,2022,1,48,Female,No Return
ORD00055,PROD0068,Toys,275.08,6.97,Express,Debit Card,City95,Not Returned,0.4194,Medium,0,255.906924,2024,12,21,Female,No Return
ORD00056,PROD0353,Books,1497.49,17.06,Express,Debit Card,City14,Not Returned,0.502,High,0,4968.072824,2023,9,37,Male,No Return
ORD00057,PROD0484,Books,945.39,48.79,Standard,Credit Card,City45,Not Returned,0.5949,High,0,968.268438,2023,8,19,Male,No Return
ORD00058,PROD0394,Electronics,494.88,49.44,Standard,Wallet,City9,Returned,0.5837,High,200,550.633984,2025,8,28,Female,Changed Mind
ORD00059,PROD0152,Home Appliances,279.18,48.36,Express,COD,City93,Not Returned,0.5882,High,0,288.337104,2025,5,30,Female,No Return
ORD00060,PROD0098,Clothing,1156.2,21.78,Next-Day,COD,City12,Not Returned,0.5203,High,0,904.37964,2025,3,41,Male,No Return
ORD00061,PROD0060,Electronics,1570.79,46.56,Express,COD,City25,Not Returned,0.5275,High,0,4197.15088,2022,3,26,Male,No Return
ORD00062,PROD0354,Home Appliances,126.54,37.63,Next-Day,Credit Card,City70,Not Returned,0.5529,High,0,78.92299799999999,2025,6,24,Female,No Return
ORD00063,PROD0251,Electronics,1058.27,16.36,Standard,Wallet,City47,Not Returned,0.4446,Medium,0,2655.411084,2022,6,30,Female,No Return
ORD00064,PROD0217,Toys,1448.92,48.41,Standard,Debit Card,City77,Returned,0.5391,High,200,2042.493484,2025,1,39,Female,Defective
ORD00065,PROD0335,Clothing,630.87,28.85,Standard,Debit Card,City95,Not Returned,0.534,High,0,897.72801,2024,3,28,Female,No Return
ORD00066,PROD0012,Toys,1716.19,20.92,Next-Day,Wallet,City96,Not Returned,0.3893,Medium,0,1357.163052,2022,6,24,Male,No Return
ORD00067,PROD0423,Electronics,480.72,4.58,Next-Day,Debit Card,City63,Returned,0.4464,Medium,200,258.703024,2024,3,64,Female,Defective
ORD00068,PROD0398,Electronics,1600.22,22.26,Next-Day,Credit Card,City99,Returned,0.5123,High,200,4776.044112,2024,3,40,Female,Wrong Item
ORD00069,PROD0500,Electronics,649.78,22.75,Express,Debit Card,City45,Not Returned,0.4548,Medium,0,1003.9101,2022,9,46,Male,No Return
ORD00070,PROD0189,Clothing,775.21,6.07,Standard,Debit Card,City84,Not Returned,0.4375,Medium,0,2184.4642590000003,2024,7,38,Male,No Return
ORD00071,PROD0141,Clothing,1822.0,9.2,Next-Day,Credit Card,City4,Not Returned,0.4613,Medium,0,3308.752,2023,6,59,Male,No Return
ORD00072,PROD0456,Clothing,557.77,34.84,Next-Day,COD,City62,Returned,0.5511,High,200,526.885864,2024,8,27,Male,Defective
ORD00073,PROD0052,Clothing,170.45,29.79,Standard,COD,City36,Not Returned,0.498,Medium,0,478.69178,2023,7,31,Male,No Return
ORD00074,PROD0340,Clothing,1966.37,40.0,Next-Day,Debit Card,City59,Not Returned,0.5783,High,0,3539.466,2024,1,51,Female,No Return
ORD00075,PROD0096,Toys,1709.0,44.94,Standard,Wallet,City62,Returned,0.5002,High,200,2622.9262,2025,6,31,Male,Wrong Item
ORD00076,PROD0336,Toys,1371.61,36.03,Next-Day,Credit Card,City11,Not Returned,0.4903,Medium,0,4387.094584999999,2022,11,42,Female,No Return
ORD00077,PROD0101,Toys,1878.54,11.75,Standard,COD,City6,Not Returned,0.4542,Medium,0,4973.43465,2024,8,27,Female,No Return
ORD00078,PROD0287,Clothing,313.01,46.58,Express,Credit Card,City63,Not Returned,0.5614,High,0,668.8397679999999,2022,3,39,Female,No Return
ORD00079,PROD0168,Electronics,143.57,29.55,Express,Debit Card,City4,Returned,0.4714,Medium,200,305.72532499999994,2022,5,64,Female,Defective
ORD00080,PROD0111,Books,1904.3,34.48,Express,COD,City80,Not Returned,0.5755,High,0,6238.4868,2022,12,63,Male,No Return
ORD00081,PROD0342,Toys,1655.42,25.34,Next-Day,Wallet,City14,Not Returned,0.4331,Medium,0,2471.873144,2023,12,44,Male,No Return
ORD00082,PROD0459,Toys,1890.86,36.7,Express,Credit Card,City19,Not Returned,0.5093,High,0,3590.74314,2024,1,45,Female,No Return
ORD00083,PROD0266,Clothing,1665.49,42.06,Standard,Wallet,City75,Not Returned,0.5654,High,0,1929.969812,2024,1,18,Female,No Return
ORD00084,PROD0103,Home Appliances,1750.42,20.87,Express,Debit Card,City48,Not Returned,0.4481,Medium,0,6925.536730000001,2023,8,24,Male,No Return
ORD00085,PROD0125,Electronics,1438.49,30.91,Standard,Wallet,City11,Returned,0.4906,Medium,200,3775.4109640000006,2022,4,38,Female,Wrong Item
ORD00086,PROD0154,Clothing,1206.67,38.53,Next-Day,Credit Card,City61,Not Returned,0.5758,High,0,3708.700245000001,2024,8,21,Female,No Return
ORD00087,PROD0137,Home Appliances,426.66,41.82,Express,Debit Card,City33,Returned,0.5069,High,200,792.9231520000001,2025,5,46,Male,Defective
ORD00088,PROD0190,Books,1038.75,47.62,Standard,Credit Card,City77,Not Returned,0.5696,High,0,2720.4862500000004,2023,2,46,Male,No Return
ORD00089,PROD0240,Books,1648.31,9.04,Standard,Debit Card,City39,Not Returned,0.5038,High,0,2998.605552,2023,8,47,Female,No Return
ORD00090,PROD0125,Clothing,1615.58,4.77,Next-Day,Wallet,City10,Not Returned,0.4469,Medium,0,4615.550502,2025,5,18,Male,No Return
ORD00091,PROD0152,Clothing,1866.57,1.31,Standard,Debit Card,City39,Not Returned,0.4655,Medium,0,3684.235866,2023,12,36,Female,No Return
ORD00092,PROD0346,Electronics,1820.22,15.38,Standard,Wallet,City59,Not Returned,0.4917,Medium,0,4620.810492,2024,8,65,Female,No Return
ORD00093,PROD0219,Electronics,1122.53,3.93,Express,Debit Card,City30,Not Returned,0.3922,Medium,0,5392.072854999999,2022,6,42,Male,No Return
ORD00094,PROD0484,Toys,952.26,41.84,Next-Day,Debit Card,City65,Not Returned,0.5,Medium,0,2769.17208,2023,9,52,Female,No Return
ORD00095,PROD0383,Home Appliances,1242.99,1.98,Next-Day,Credit Card,City91,Returned,0.4219,Medium,200,4673.515192,2023,9,36,Female,Changed Mind
ORD00096,PROD0208,Clothing,1409.6,25.8,Express,Wallet,City16,Not Returned,0.5208,High,0,2091.8464,2024,1,34,Female,No Return
ORD00097,PROD0239,Toys,1461.39,47.75,Standard,Debit Card,City44,Returned,0.5154,High,200,1327.15255,2024,7,65,Male,Defective
ORD00098,PROD0159,Home Appliances,413.56,19.87,Express,Credit Card,City12,Not Returned,0.4139,Medium,0,662.771256,2022,1,47,Male,No Return
ORD00099,PROD0170,Clothing,1941.29,31.5,Standard,Debit Card,City59,Returned,0.5534,High,200,1129.78365,2023,9,56,Female,Size Issue
ORD00100,PROD0112,Electronics,187.65,24.02,Express,Wallet,City30,Not Returned,0.4642,Medium,0,570.30588,2022,10,59,Female,No Return
ORD00101,PROD0273,Home Appliances,1304.58,19.55,Standard,Wallet,City79,Not Returned,0.4344,Medium,0,1049.53461,2022,1,65,Female,No Return
ORD00102,PROD0476,Electronics,1808.6,14.58,Next-Day,COD,City13,Not Returned,0.4819,Medium,0,4634.718359999999,2024,7,57,Male,No Return
ORD00103,PROD0128,Toys,1118.9,38.64,Standard,Credit Card,City44,Not Returned,0.5202,High,0,3432.7852,2025,6,50,Female,No Return
ORD00104,PROD0379,Clothing,1522.67,8.37,Standard,Debit Card,City83,Not Returned,0.4418,Medium,0,2790.4450420000003,2024,1,30,Male,No Return
ORD00105,PROD0325,Clothing,747.44,28.04,Express,Wallet,City72,Not Returned,0.5384,High,0,2689.2891200000004,2025,7,61,Female,No Return
ORD00106,PROD0219,Books,859.32,27.85,Next-Day,Debit Card,City86,Not Returned,0.5447,High,0,1239.9987600000002,2023,4,24,Female,No Return
ORD00107,PROD0282,Electronics,645.7,49.95,Next-Day,Wallet,City59,Not Returned,0.5579,High,0,646.3457,2025,1,59,Male,No Return
ORD00108,PROD0152,Electronics,1279.89,47.92,Next-Day,Credit Card,City4,Returned,0.556,High,200,1799.7001359999997,2023,8,65,Male,Wrong Item
ORD00109,PROD0290,Clothing,1074.14,37.59,Standard,Wallet,City15,Returned,0.4928,Medium,200,2481.4830960000004,2022,1,53,Male,Size Issue
ORD00110,PROD0355,Home Appliances,1908.74,32.64,Express,Debit Card,City22,Returned,0.4909,Medium,200,4942.909056,2022,1,56,Female,Wrong Item
ORD00111,PROD0046,Clothing,736.43,27.77,Next-Day,Credit Card,City14,Returned,0.5396,High,200,2459.6169449999998,2025,4,29,Female,Wrong Item
ORD00112,PROD0106,Clothing,1257.67,19.47,Express,Wallet,City70,Not Returned,0.4602,Medium,0,3038.404953,2022,6,65,Male,No Return
ORD00113,PROD0161,Clothing,685.74,44.47,Express,Credit Card,City82,Returned,0.5765,High,200,942.3742660000004,2025,2,60,Male,Changed Mind
ORD00114,PROD0485,Toys,750.17,18.38,Next-Day,Debit Card,City55,Not Returned,0.4281,Medium,0,1224.577508,2023,5,38,Female,No Return
ORD00115,PROD0433,Clothing,1654.14,15.78,Express,Debit Card,City93,Not Returned,0.4837,Medium,0,4179.3501240000005,2022,3,43,Female,No Return
ORD00116,PROD0155,Clothing,1146.16,27.91,Next-Day,Credit Card,City14,Returned,0.486,Medium,200,1452.533488,2022,3,19,Male,Size Issue
ORD00117,PROD0185,Electronics,1442.53,30.21,Express,Debit Card,City77,Not Returned,0.5072,High,0,3020.225061,2023,1,35,Female,No Return
ORD00118,PROD0114,Electronics,617.39,49.48,Standard,COD,City25,Not Returned,0.5988,High,0,935.7162840000002,2025,1,42,Female,No Return
ORD00119,PROD0364,Clothing,458.97,5.78,Next-Day,Wallet,City86,Returned,0.4393,Medium,200,1097.324602,2023,4,57,Female,Wrong Item
ORD00120,PROD0105,Toys,532.51,10.6,Standard,Credit Card,City17,Returned,0.351,Medium,200,2180.3197,2022,4,50,Male,Wrong Item
ORD00121,PROD0093,Clothing,1331.15,48.6,Express,COD,City81,Returned,0.5685,High,200,1168.4222000000002,2022,6,22,Male,Size Issue
ORD00122,PROD0250,Clothing,946.7,14.76,Express,COD,City66,Returned,0.5141,High,200,3834.8354,2024,5,62,Female,Changed Mind
ORD00123,PROD0428,Clothing,417.32,28.66,Standard,Debit Card,City30,Returned,0.5266,High,200,693.148264,2023,10,31,Female,Size Issue
ORD00124,PROD0176,Clothing,188.14,2.45,Next-Day,Debit Card,City8,Not Returned,0.384,Medium,0,917.65285,2022,12,37,Male,No Return
ORD00125,PROD0430,Books,473.42,33.85,Standard,Credit Card,City70,Returned,0.5655,High,200,426.33466,2023,1,36,Female,Size Issue
ORD00126,PROD0218,Books,1585.84,34.48,Express,COD,City7,Returned,0.5946,High,200,1878.084736,2023,4,56,Female,Defective
ORD00127,PROD0295,Electronics,1906.78,16.73,Next-Day,Debit Card,City90,Not Returned,0.4821,Medium,0,4763.327118,2024,11,63,Male,No Return
ORD00128,PROD0218,Books,588.43,33.0,Standard,Wallet,City91,Not Returned,0.5689,High,0,788.4961999999998,2023,12,37,Female,No Return
ORD00129,PROD0230,Electronics,1520.1,13.51,Next-Day,Debit Card,City28,Not Returned,0.4606,Medium,0,6573.67245,2022,4,60,Female,No Return
ORD00130,PROD0496,Electronics,914.71,35.98,Standard,Credit Card,City23,Returned,0.5229,High,200,2142.389368000001,2023,3,33,Female,Size Issue
ORD00131,PROD0429,Toys,563.93,25.26,Express,Wallet,City89,Not Returned,0.4109,Medium,0,1685.925128,2022,3,31,Female,No Return
ORD00132,PROD0140,Clothing,1812.29,27.18,Standard,Credit Card,City72,Not Returned,0.5012,High,0,2639.419156,2022,9,30,Male,No Return
ORD00133,PROD0110,Home Appliances,881.01,5.55,Express,Credit Card,City38,Returned,0.4362,Medium,200,2296.341835,2023,12,55,Female,Size Issue
ORD00134,PROD0231,Books,885.7,42.79,Express,Wallet,City92,Not Returned,0.5674,High,0,2533.54485,2023,2,38,Female,No Return
ORD00135,PROD0457,Electronics,1794.57,9.42,Next-Day,Debit Card,City53,Not Returned,0.4385,Medium,0,8127.60753,2022,10,47,Male,No Return
ORD00136,PROD0408,Clothing,142.1,27.52,Next-Day,Wallet,City71,Not Returned,0.4862,Medium,0,308.98224,2024,5,41,Male,No Return
ORD00137,PROD0173,Books,1111.15,38.45,Next-Day,Debit Card,City7,Returned,0.588,High,200,1167.82565,2025,7,59,Male,Size Issue
ORD00138,PROD0190,Electronics,1524.97,3.22,Express,Wallet,City88,Returned,0.4383,Medium,200,4227.597898,2023,10,33,Female,Defective
ORD00139,PROD0132,Clothing,625.21,49.46,Standard,Wallet,City42,Returned,0.6143,High,200,115.98113400000004,2025,1,60,Female,Size Issue
ORD00140,PROD0149,Clothing,1968.23,33.76,Next-Day,Debit Card,City93,Returned,0.5456,High,200,6318.777760000001,2024,6,55,Male,Wrong Item
ORD00141,PROD0466,Clothing,1284.18,6.73,Next-Day,Wallet,City91,Not Returned,0.4463,Medium,0,5988.77343,2025,4,19,Male,No Return
ORD00142,PROD0492,Electronics,1423.44,40.33,Express,Credit Card,City8,Not Returned,0.5464,High,0,3397.466592,2025,7,18,Male,No Return
ORD00143,PROD0172,Books,919.47,24.18,Next-Day,Credit Card,City70,Not Returned,0.5627,High,0,3485.71077,2025,6,38,Female,No Return
ORD00144,PROD0294,Clothing,1318.34,10.04,Next-Day,Credit Card,City60,Not Returned,0.4718,Medium,0,2371.957328,2024,9,32,Male,No Return
ORD00145,PROD0068,Toys,139.43,0.06,Standard,Wallet,City81,Not Returned,0.3515,Medium,0,418.039026,2022,12,54,Female,No Return
ORD00146,PROD0019,Clothing,682.88,28.23,Express,Wallet,City95,Not Returned,0.5217,High,0,1470.308928,2023,8,43,Female,No Return
ORD00147,PROD0412,Electronics,302.72,30.99,Express,Wallet,City58,Not Returned,0.4763,Medium,0,835.628288,2022,6,37,Female,No Return
ORD00148,PROD0098,Home Appliances,1124.66,28.54,Next-Day,Wallet,City68,Not Returned,0.456,Medium,0,2411.0461080000005,2024,3,55,Male,No Return
ORD00149,PROD0151,Home Appliances,200.05,15.99,Express,Credit Card,City91,Not Returned,0.4526,Medium,0,504.18601500000005,2024,6,32,Female,No Return
ORD00150,PROD0263,Clothing,434.43,27.42,Next-Day,Credit Card,City65,Not Returned,0.5285,High,0,315.309294,2022,3,64,Female,No Return
ORD00151,PROD0011,Clothing,1153.72,6.96,Standard,Debit Card,City16,Not Returned,0.4643,Medium,0,4293.684352,2025,7,58,Male,No Return
ORD00152,PROD0216,Toys,1274.11,36.93,Express,Credit Card,City46,Returned,0.4795,Medium,200,3817.905885,2025,3,26,Male,Size Issue
ORD00153,PROD0341,Books,1301.74,22.62,Next-Day,Debit Card,City15,Returned,0.5464,High,200,1814.572824,2023,7,65,Female,Size Issue
ORD00154,PROD0041,Toys,1550.01,31.32,Next-Day,Debit Card,City66,Not Returned,0.4851,Medium,0,1064.546868,2023,10,40,Female,No Return
ORD00155,PROD0419,Toys,1624.75,41.63,Standard,Credit Card,City96,Not Returned,0.4583,Medium,0,4741.832875,2022,2,34,Male,No Return
ORD00156,PROD0218,Clothing,1083.18,43.86,Next-Day,Debit Card,City52,Not Returned,0.5772,High,0,2432.389008,2023,8,45,Female,No Return
ORD00157,PROD0095,Electronics,1881.56,13.19,Express,Debit Card,City100,Not Returned,0.5054,High,0,8166.911179999999,2024,8,52,Female,No Return
ORD00158,PROD0006,Home Appliances,1302.71,28.2,Standard,Wallet,City97,Not Returned,0.4571,Medium,0,4676.7289,2022,4,43,Female,No Return
ORD00159,PROD0073,Clothing,1846.41,13.53,Standard,Debit Card,City23,Not Returned,0.4884,Medium,0,1596.590727,2023,5,59,Female,No Return
ORD00160,PROD0451,Electronics,1675.33,28.08,Express,COD,City57,Returned,0.5578,High,200,4619.589344,2024,9,65,Female,Size Issue
ORD00161,PROD0434,Electronics,590.11,28.4,Standard,COD,City14,Returned,0.5293,High,200,1490.07504,2024,10,34,Female,Changed Mind
ORD00162,PROD0228,Books,1403.87,26.59,Express,Credit Card,City30,Not Returned,0.584,High,0,4122.323868,2025,3,61,Female,No Return
ORD00163,PROD0090,Books,1267.46,25.27,Express,Debit Card,City54,Not Returned,0.5693,High,0,3788.691432000001,2025,5,44,Female,No Return
ORD00164,PROD0100,Toys,1561.79,39.58,Standard,Credit Card,City39,Not Returned,0.5219,High,0,943.633518,2024,4,51,Female,No Return
ORD00165,PROD0420,Electronics,952.25,17.15,Express,COD,City85,Not Returned,0.4852,Medium,0,3155.7565,2025,6,60,Male,No Return
ORD00166,PROD0056,Toys,544.11,49.23,Standard,Credit Card,City47,Not Returned,0.4898,Medium,0,1104.9785880000002,2024,1,27,Male,No Return
ORD00167,PROD0022,Books,1413.13,11.83,Standard,Debit Card,City68,Not Returned,0.5159,High,0,3737.870163000001,2023,12,30,Female,No Return
ORD00168,PROD0079,Books,138.47,31.4,Express,Credit Card,City92,Returned,0.5927,High,200,-105.00958,2024,6,45,Female,Wrong Item
ORD00169,PROD0160,Clothing,492.6,28.18,Next-Day,Credit Card,City60,Not Returned,0.5132,High,0,1415.14128,2022,10,18,Female,No Return
ORD00170,PROD0373,Home Appliances,991.53,43.95,Standard,COD,City81,Not Returned,0.5709,High,0,1111.50513,2025,1,57,Female,No Return
ORD00171,PROD0012,Toys,1709.89,3.0,Next-Day,Wallet,City59,Not Returned,0.3692,Medium,0,4975.7799,2022,4,20,Female,No Return
ORD00172,PROD0266,Home Appliances,1698.96,44.77,Next-Day,COD,City2,Not Returned,0.5488,High,0,1876.671216,2022,5,63,Female,No Return
ORD00173,PROD0130,Home Appliances,1746.7,32.85,Standard,Credit Card,City13,Returned,0.5075,High,200,2145.8181,2025,4,61,Male,Size Issue
ORD00174,PROD0321,Clothing,1914.34,49.67,Standard,Debit Card,City52,Not Returned,0.5915,High,0,1926.974644,2024,10,47,Male,No Return
ORD00175,PROD0353,Electronics,1847.5,39.98,Standard,Debit Card,City71,Not Returned,0.5626,High,0,3326.6085000000003,2024,9,20,Female,No Return
ORD00176,PROD0092,Clothing,1365.09,21.53,Next-Day,Credit Card,City55,Not Returned,0.4978,Medium,0,2142.372246,2023,8,52,Male,No Return
ORD00177,PROD0176,Books,509.77,43.88,Standard,Debit Card,City79,Not Returned,0.5878,High,0,572.1658479999999,2025,3,33,Male,No Return
ORD00178,PROD0184,Clothing,1133.31,21.07,Express,Wallet,City28,Returned,0.4924,Medium,200,2483.564749,2025,5,35,Male,Wrong Item
ORD00179,PROD0082,Books,162.81,30.2,Standard,Wallet,City84,Not Returned,0.4784,Medium,0,454.56552,2022,6,18,Male,No Return
ORD00180,PROD0276,Electronics,687.59,1.22,Next-Day,Credit Card,City97,Not Returned,0.3962,Medium,0,3396.0070100000003,2024,3,55,Male,No Return
ORD00181,PROD0041,Home Appliances,575.25,26.75,Next-Day,Debit Card,City83,Not Returned,0.4972,Medium,0,1264.1118749999998,2024,12,39,Female,No Return
ORD00182,PROD0459,Toys,914.19,31.08,Standard,Debit Card,City78,Not Returned,0.4608,Medium,0,1890.179244,2022,9,45,Female,No Return
ORD00183,PROD0235,Clothing,605.78,24.02,Express,Credit Card,City14,Returned,0.5328,High,200,1180.814932,2023,12,44,Female,Wrong Item
ORD00184,PROD0250,Clothing,796.86,48.8,Express,COD,City3,Not Returned,0.5876,High,0,2039.9616,2025,3,58,Male,No Return
